## Audio-driven

| Year | Title                                                        | Conference/Journal                                           | Code                                                         | Project                                                      | Keywords                                                     |
| 2025 | [MGGTalk] [Monocular and Generalizable Gaussian Talking Head Animation](http://arxiv.org/abs/2504.00665v1) | CVPR 2025                                                    | [Project](https://scut-mmpr.github.io/MGGTalk-Homepage/)     |                                                              | One Shot, 3DGS                                               |
| 2025 | [DeepDubber-V1] [DeepDubber-V1: Towards High Quality and Dialogue, Narration, Monologue Adaptive Movie Dubbing Via Multi-Modal Chain-of-Thoughts Reasoning Guidance](https://arxiv.org/abs/2503.23660v1) | Arxiv 2025                                                   |                                                              |                                                              | Dubbing                                                      |
| 2025 | [DAMC] [Dual Audio-Centric Modality Coupling for Talking Head Generation](http://arxiv.org/abs/2503.22728v1) | Arxiv 2025                                                   |                                                              |                                                              | NeRF                                                         |
| 2025 | [Audio-Plane] [Audio-Plane: Audio Factorization Plane Gaussian Splatting for Real-Time Talking Head Synthesis](http://arxiv.org/abs/2503.22605v1) | Arxiv 2025                                                   |                                                              |                                                              | 3DGS                                                         |
| 2025 | [AudCast] [AudCast: Audio-Driven Human Video Generation by Cascaded Diffusion Transformers](http://arxiv.org/abs/2503.19824v1) | CVPR 2025                                                    |                                                              |                                                              | DiT                                                          |
| 2025 | [DisentTalk] [DisentTalk: Cross-lingual Talking Face Generation via Semantic Disentangled Diffusion Model](http://arxiv.org/abs/2503.19001v1) | ICME 2025                                                    |                                                              |                                                              |                                                              |
| 2025 | [Teller] [Teller: Real-Time Streaming Audio-Driven Portrait Animation with Autoregressive Motion Generation](http://arxiv.org/abs/2503.18429v1) | CVPR 2025                                                    |                                                              |                                                              | Autoregressive                                               |
| 2025 | [DiffusionTalker] [DiffusionTalker: Efficient and Compact Speech-Driven 3D Talking Head via Personalizer-Guided Distillation](http://arxiv.org/abs/2503.18159v1) | ICME 2025                                                    |                                                              |                                                              | Diffusion, 3D                                                |
| 2025 | [Synergizing Motion and Appearance] [Synergizing Motion and Appearance: Multi-Scale Compensatory Codebooks for Talking Head Video Generation](http://arxiv.org/abs/2412.00719v2) | CVPR 2025                                                    |                                                              |                                                              |                                                              |
| 2025 | [HunyuanPortrait] [HunyuanPortrait: Implicit Condition Control for Enhanced Portrait Animation](https://arxiv.org/pdf/2503.18860) | CVPR 2025                                                    |                                                              |                                                              | Hunyuan                                                      |
| 2025 | [MuseTalk] [MuseTalk: Real-Time High-Fidelity Video Dubbing via Spatio-Temporal Sampling](http://arxiv.org/abs/2410.10122v3) | Arxiv 2025                                                   |                                                              |                                                              |                                                              |
| 2025 | [StyleSpeaker] [StyleSpeaker: Audio-Enhanced Fine-Grained Style Modeling for Speech-Driven 3D Facial Animation](http://arxiv.org/abs/2503.09852v1) | Arxiv 2025                                                   |                                                              |                                                              | 3D                                                           |
| 2025 | [LatentSync] [LatentSnc: Taming Audio-Conditioned Latent Diffusion Models for Lip Sync with SyncNet Supervision](http://arxiv.org/abs/2412.09262v2) | Arxiv 2025                                                   |                                                              |                                                              |                                                              |
| 2025 | [VersaAnimator] [Versatile Multimodal Controls for Whole-Body Talking Human Animation](http://arxiv.org/abs/2503.08714v1) | Arxiv 2025                                                   |                                                              |                                                              |                                                              |
| 2025 | [MagicInfinite] [MagicInfinite: Generating Infinite Talking Videos with Your Words and Voice](https://arxiv.org/abs/2503.05978v1) | Arxiv 2025                                                   |                                                              |                                                              |                                                              |
| 2025 | [KeyFace] [KeyFace: Expressive Audio-Driven Facial Animation for Long Sequences via KeyFrame Interpolation](http://arxiv.org/abs/2503.01715v1) | CVPR 2025                                                    |                                                              |                                                              | Diffusion, Long Sequences                                    |
| 2025 | [TexTalk] [Towards High-fidelity 3D Talking Avatar with Personalized Dynamic Texture](http://arxiv.org/abs/2503.00495v1) | CVPR 2025                                                    |                                                              |                                                              | Texture                                                      |
| 2025 | [AdaMesh] [AdaMesh: Personalized Facial Expressions and Head Poses for Adaptive Speech-Driven 3D Facial Animation](http://arxiv.org/abs/2310.07236v4) | IEEE Transactions on Multimedia                              |                                                              | [Project](https://adamesh.github.io/)                        | MLoRA, Personalized                                          |
| 2025 | [InsTaG] [InsTaG: Learning Personalized 3D Talking Head from Few-Second Video](https://arxiv.org/abs/2502.20387) | CVPR 2025                                                    |                                                              |                                                              | Few Shot, 3DGS                                               |
| 2025 | [FLAP] [FLAP: Fully-controllable Audio-driven Portrait Video Generation through 3D head conditioned diffusion model](http://arxiv.org/abs/2502.19455v3) | Arxiv 2025                                                   |                                                              |                                                              | Diffusion                                                    |
| 2025 | [NeRF-3DTalker] [NeRF-3DTalker: Neural Radiance Field with 3D Prior Aided Audio Disentanglement for Talking Head Synthesis](https://arxiv.org/abs/2502.14178v1) | ICASSP 2025                                                  |                                                              |                                                              |                                                              |
| 2025 | [Emotional Face-to-Speech](http://arxiv.org/abs/2502.01046v1) | Arxiv 2025                                                   |                                                              |                                                              | emotion, face2speech                                         |
| 2025 | [EmoTalkingGaussian] [EmoTalkingGaussian: Continuous Emotion-conditioned Talking Head Synthesis](http://arxiv.org/abs/2502.00654v1) | Arxiv 2025                                                   |                                                              |                                                              | emotion, 3DGS                                                |
| 2025 | [EmoFace] [EmoFace: Emotion-Content Disentangled Speech-Driven 3D Talking Face Animation](http://arxiv.org/abs/2408.11518v3) | Arxiv 2025                                                   |                                                              |                                                              | emotion，3D                                                  |
| 2025 | [Towards Dynamic NeProbTalk3Dural Communication and Speech Neuroprosthesis Based on Viseme Decoding](http://arxiv.org/abs/2501.14790v1) | ICASSP 2025                                                  |                                                              |                                                              | Viseme                                                       |
| 2025 | [SyncAnimation] [SyncAnimation: A Real-Time End-to-End Framework for Audio-Driven Human Pose and Talking Head Animation](https://syncanimation.github.io/) | Arxiv 2025                                                   |                                                              |                                                              | Huaman Pose                                                  |
| 2025 | [JoyGen] [JoyGen: Audio-Driven 3D Depth-Aware Talking-Face Video Editing](https://arxiv.org/bas/2501.01798) | Arxiv 2025                                                   |                                                              |                                                              | Depth, JD work                                               |
| 2025 | [IPTalk] [Identity-Preserving Video Dubbing Using Motion Warping](https://arxiv.org/abs/2501.04586) | Arxiv 2025                                                   |                                                              |                                                              | Video Dubbing                                                |
| 2025 | [LipGen] [LipGen: Viseme-Guided Lip Video Generation for Enhancing Visual Speech Recognition](http://arxiv.org/abs/2501.04204v1) | ICASSP 2025                                                  |                                                              |                                                              | VSR                                                          |
| 2025 | [DEGSTalk] [DEGSTalk: Decomposed Per-Embedding Gaussian Fields for Hair-Preserving Talking Face Synthesis](http://arxiv.org/abs/2412.20148v1) | ICASSP 2025                                                  |                                                              |                                                              | Hair-Preserving                                              |
| 2025 | [UniAvatar] [UniAvatar: Taming Lifelike Audio-Driven Talking Head Generation with Comprehensive Motion and Lighting Control](http://arxiv.org/abs/2412.19860v1) | Arxiv 2025                                                   |                                                              |                                                              | SD, Lighting control                                         |
| 2024 | [GLCF] [GLCF: A Global-Local Multimodal Coherence Analysis Framework for Talking Face Generation Detection](http://arxiv.org/abs/2412.13656v1) | Arxiv 2024                                                   |                                                              |                                                              | Dataset                                                      |
| 2024 | [VQTalker] [VQTalker: Towards Multilingual Talking Avatars through Facial Motion Tokenization](http://arxiv.org/abs/2412.09892v1) | Arxiv 2024                                                   |                                                              |                                                              | visemes, code book                                           |
| 2024 | [PointTalk] [PointTalk: Audio-Driven Dynamic Lip Point Cloud for 3D Gaussian-based Talking Head Synthesis](http://arxiv.org/abs/2412.08504v1) | AAAI 2025                                                    |                                                              |                                                              | Point Cloud, Gaussian Splatting                              |
| 2024 | [EmotiveTalk] [EmotiveTalk: Expressive Talking Head Generation through Audio Information Decoupling and Emotional Video Diffusion](http://arxiv.org/abs/2411.16726v2) | CVPR 2025 review                                             |                                                              | [Project](https://emotivetalk.github.io)                     | Emotion, Expressive, Diffusion                               |
| 2024 | [GoHD] [GoHD: Gaze-oriented and Highly Disentangled Portrait Animation with Rhythmic Poses and Realistic Expression](http://arxiv.org/abs/2412.09296v2) | AAAI 2025                                                    |                                                              |                                                              | Gaze-oriented                                                |
| 2024 | [EmoDubber] [EmoDubber: Towards High Quality and Emotion Controllable Movie Dubbing](http://arxiv.org/abs/2412.08988v1) | CVPR 2025                                                    |                                                              |                                                              | Emotion, Dubber                                              |
| 2024 | [PortraitTalk] [PortraitTalk: Towards Customizable One-Shot Audio-to-Talking Face Generation](http://arxiv.org/abs/2412.07754v2) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion, Attention, One-Shot                               |
| 2024 | [DEEPTalk] [DEEPTalk: Dynamic Emotion Embedding for Probabilistic Speech-Driven 3D Face Animation](http://arxiv.org/abs/2408.06010v2) | AAAI 2025                                                    |                                                              |                                                              | 3D face, FLAME, Emotion                                      |
| 2024 | [LatentSync] [LatentSync: Audio Conditioned Latent Diffusion Models for Lip Sync](http://arxiv.org/abs/2412.09262v1) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion, SyncNet                                           |
| 2024 | [GoHD] [GoHD: Gaze-oriented and Highly Disentangled Portrait Animation with Rhythmic Poses and Realistic Expression](http://arxiv.org/abs/2412.09296v1) | AAAI 2025                                                    |                                                              |                                                              | Gaze                                                         |
| 2024 | [FLOAT] [FLOAT: Generative Motion Latent Flow Matching for Audio-driven Talking Portrait](http://arxiv.org/abs/2412.01064v4) | ICCV 2025                                                    |                                                              | [Project](https://deepbrainai-research.github.io/float/)     | Flow Matching                                                |
| 2024 | [SVP] [SVP: Style-Enhanced Vivid Portrait Talking Head Diffusion Model](http://arxiv.org/abs/2409.03270v2) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion, Style                                             |
| 2024 | [Mini-Omni] [Mini-Omni: Language Models Can Hear, Talk While Thinking in Streaming](http://arxiv.org/abs/2408.16725v3) | Technical report                                             |                                                              |                                                              | Omni！！！                                                   |
| 2024 | [ControlTalk] [Controllable Talking Face Generation by Implicit Facial Keypoints Editing](http://arxiv.org/abs/2406.02880v2) | Arxiv 2024                                                   |                                                              |                                                              | Face Edit                                                    |
| 2024 | [SPEAK] [SPEAK: Speech-Driven Pose and Emotion-Adjustable Talking Head Generation](http://arxiv.org/abs/2405.07257v3) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [LokiTalk] [LokiTalk: Learning Fine-Grained and Generalizable Correspondences to Enhance NeRF-based Talking Head Synthesis](http://arxiv.org/abs/2411.19525v1) | Arxiv 2024                                                   |                                                              |                                                              | NeRF                                                         |
| 2024 | [MEMO] [MEMO: Memory-Guided Diffusion for Expressive Talking Video Generation](http://arxiv.org/abs/2412.04448v1) | Arxiv 2024                                                   |                                                              |                                                              | Memory                                                       |
| 2024 | [INFP] [INFP: Audio-Driven Interactive Head Generation in Dyadic Conversations](http://arxiv.org/abs/2412.04037v1) | Arxiv 2024                                                   |                                                              |                                                              | Dyadic Conversations                                         |
| 2024 | [IF-MDM] [IF-MDM: Implicit Face Motion Diffusion Model for High-Fidelity Realtime Talking Head Generation](http://arxiv.org/abs/2412.04000v1) | Arxiv 2024                                                   |                                                              |                                                              | Motion Diffusion Model                                       |
| 2024 | [MemFace] [Memories are One-to-Many Mapping Alleviators in Talking Face Generation](https://arxiv.org/abs/2212.05005v4) | IEEE 2024                                                    |                                                              |                                                              | Memory                                                       |
| 2024 | [Ditto] [Ditto: Motion-Space Diffusion for Controllable Realtime Talking Head Synthesis](http://arxiv.org/abs/2411.19509v1) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion                                                    |
| 2024 | [GaussianSpeech] [GaussianSpeech: Audio-Driven Gaussian Avatars](http://arxiv.org/abs/2411.18675v1) | Arxiv 2024                                                   |                                                              |                                                              | 3DGS, 3D                                                     |
| 2024 | [LetsTalk] [LetsTalk: Latent Diffusion Transformer for Talking Video Synthesis](http://arxiv.org/abs/2411.16748v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [EmotiveTalk] [EmotiveTalk: Expressive Talking Head Generation through Audio Information Decoupling and Emotional Video Diffusion](http://arxiv.org/abs/2411.16726v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [S^3D-NeRF] [S^3D-NeRF: Single-Shot Speech-Driven Neural Radiance Field for High Fidelity Talking Head Synthesis](https://arxiv.org/abs/2408.09347) | ECCV 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [LES-Talker] [LES-Talker: Fine-Grained Emotion Editing for Talking Head Generation in Linear Emotion Space](http://arxiv.org/abs/2411.09268v1) | Arxiv 2024                                                   |                                                              |                                                              | Fine-Grained Emotion                                         |
| 2024 | [JoyVASA] [JoyVASA: Portrait and Animal Image Animation with Diffusion-Based Audio-Driven Facial Dynamics and Head Motion Generation](http://arxiv.org/abs/2411.09209v1) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion, VASA                                              |
| 2024 | [JoyHallo] [JoyHallo: Digital human model for Mandarin](https://arxiv.org/abs/2409.13268) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion, Hallo                                             |
| 2024 | [Hallo2] [Hallo2: Long-Duration and High-Resolution Audio-Driven Portrait Image Animation](https://arxiv.org/abs/2410.07718) | ICLR 2025                                                    |                                                              |                                                              | Diffusion, Hallo                                             |
| 2024 | [Audio-Driven Emotional 3D Talking-Head Generation](http://arxiv.org/abs/2410.17262v1) | Arxiv 2024                                                   |                                                              |                                                              | Emotion                                                      |
| 2024 | [Stereo-Talker] [Stereo-Talker: Audio-driven 3D Human Synthesis with Prior-Guided Mixture-of-Experts](http://arxiv.org/abs/2410.23836v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [Takin-ADA] [Takin-ADA: Emotion Controllable Audio-Driven Animation with Canonical and Landmark Loss Optimization](http://arxiv.org/abs/2410.14283v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [DAWN] [DAWN: Dynamic Frame Avatar with Non-autoregressive Diffusion Framework for Talking Head Video Generation](http://arxiv.org/abs/2410.13726v2) | Arxiv 2024                                                   |                                                              |                                                              | Non-autoregressive Diffusion                                 |
| 2024 | [LaDTalk] [LaDTalk: Latent Denoising for Synthesizing Talking Head Videos with High Frequency Details](http://arxiv.org/abs/2410.00990v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [Diverse Code Query Learning for Speech-Driven Facial Animation](http://arxiv.org/abs/2409.19143v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [TalkinNeRF] [TalkinNeRF: Animatable Neural Fields for Full-Body Talking Humans](http://arxiv.org/abs/2409.16666v1) | ECCVW 2024                                                   |                                                              |                                                              | NeRF                                                         |
| 2024 | [ProbTalk3D] [ProbTalk3D: Non-Deterministic Emotion Controllable Speech-Driven 3D Facial Animation Synthesis Using VQ-VAE](http://arxiv.org/abs/2409.07966v2) | SIGGRAPH MIG 2024                                            |                                                              |                                                              | 3D                                                           |
| 2024 | [JEAN] [JEAN: Joint Expression and Audio-guided NeRF-based Talking Face Generation](http://arxiv.org/abs/2409.12156v1) | BMVC 2024                                                    |                                                              |                                                              | NeRF                                                         |
| 2024 | [3DFacePolicy] [3DFacePolicy: Speech-Driven 3D Facial Animation with Diffusion Policy](http://arxiv.org/abs/2409.10848v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [LawDNet] [LawDNet: Enhanced Audio-Driven Lip Synthesis via Local Affine Warping Deformation](http://arxiv.org/abs/2409.09326v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [StyleTalk++] [StyleTalk++: A Unified Framework for Controlling the Speaking Styles of Talking Heads](http://arxiv.org/abs/2409.09292v1) | TPAMI 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [DiffTED] [DiffTED: One-shot Audio-driven TED Talk Video Generation with Diffusion-based Co-speech Gestures](http://arxiv.org/abs/2409.07649v1) | Arxiv 2024                                                   |                                                              |                                                              | diffusion                                                    |
| 2024 | [EMOdiffhead] [EMOdiffhead: Continuously Emotional Control in Talking Head Generation via Diffusion](http://arxiv.org/abs/2409.07255v1) | Arxiv 2024                                                   |                                                              |                                                              | Diffusion                                                    |
| 2024 | [PersonaTalk] [PersonaTalk: Bring Attention to Your Persona in Visual Dubbing](http://arxiv.org/abs/2409.05379v1) | SIGGRAPH Asia 2024                                           |                                                              |                                                              |                                                              |
| 2024 | [KAN-Based Fusion of Dual-Domain for Audio-Driven Facial Landmarks Generation](http://arxiv.org/abs/2409.05330v1) | Arxiv 2024                                                   |                                                              |                                                              | KAN                                                          |
| 2024 | [TalkLoRA] [TalkLoRA: Low-Rank Adaptation for Speech-Driven Animation](http://arxiv.org/abs/2408.13714v1) | Arxiv 2024                                                   |                                                              |                                                              | LoRA                                                         |
| 2024 | [Avatar Concept Slider] [Avatar Concept Slider: Manipulate Concepts In Your Human Avatar With Fine-grained Control](http://arxiv.org/abs/2408.13995v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [G3FA] [G3FA: Geometry-guided GAN for Face Animation](http://arxiv.org/abs/2408.13049v1) | BMVC 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [Meta-Face] [Meta-Learning Empowered Meta-Face: Personalized Speaking Style Adaptation for Audio-Driven 3D Talking Face Animation](http://arxiv.org/abs/2408.09357v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [DEEPTalk] [DEEPTalk: Dynamic Emotion Embedding for Probabilistic Speech-Driven 3D Face Animation](http://arxiv.org/abs/2408.06010v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [High-fidelity and Lip-synced Talking Face Synthesis via Landmark-based Diffusion Model](http://arxiv.org/abs/2408.05416v1) | TIP ?                                                        |                                                              |                                                              |                                                              |
| 2024 | [Style-Preserving Lip Sync via Audio-Aware Style Reference](http://arxiv.org/abs/2408.05412v1) | TIP ?                                                        |                                                              |                                                              |                                                              |
| 2024 | [Talk to the Wall] [Talk to the Wall: The Role of Speech Interaction in Collaborative Visual Analytics](http://arxiv.org/abs/2408.03813v2) | TVCG 2024                                                    |                                                              |                                                              | Collaborative                                                |
| 2024 | [MDT-A2G] [MDT-A2G: Exploring Masked Diffusion Transformers for Co-Speech Gesture Generation](http://arxiv.org/abs/2408.03312v1) | Arxiv 2024                                                   |                                                              |                                                              | Co-Speech Gesture                                            |
| 2024 | [GLDiTalker] [GLDiTalker: Speech-Driven 3D Facial Animation with Graph Latent Diffusion Transformer](http://arxiv.org/abs/2408.01826v4) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [UniTalker] [UniTalker: Scaling up Audio-Driven 3D Facial Animation through A Unified Model](http://arxiv.org/abs/2408.00762v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [DiM-Gesture] [DiM-Gesture: Co-Speech Gesture Generation with Adaptive Layer Normalization Mamba-2 framework](http://arxiv.org/abs/2408.00370v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [What if Red Can Talk?] [What if Red Can Talk? Dynamic Dialogue Generation Using Large Language Models](http://arxiv.org/abs/2407.20382v1) | ACL Wordplay 2024                                            |                                                              |                                                              |                                                              |
| 2024 | [LinguaLinker] [LinguaLinker: Audio-Driven Portraits Animation with Implicit Facial Control Enhancement](http://arxiv.org/abs/2407.18595v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [RealTalk] [RealTalk: Real-time and Realistic Audio-driven Face Generation with 3D Facial Prior-guided Identity Alignment Network](http://arxiv.org/abs/2406.18284v2) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [Landmark-guided Diffusion Model for High-fidelity and Temporally Coherent Talking Head Generation](http://arxiv.org/abs/2408.01732v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [JambaTalk] [JambaTalk: Speech-Driven 3D Talking Head Generation Based on Hybrid Transformer-Mamba Model](http://arxiv.org/abs/2408.01627v1) | Arxiv 2024                                                   |                                                              |                                                              | 3D                                                           |
| 2024 | [Talk Less, Interact Better] [Talk Less, Interact Better: Evaluating In-context Conversational Adaptation in Multimodal LLMs](http://arxiv.org/abs/2408.01417v1) | COLM 2024                                                    |                                                              |                                                              | LLM                                                          |
| 2024 | [Digital Avatars] [Digital Avatars: Framework Development and Their Evaluation](http://arxiv.org/abs/2408.04068v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [EmoTalk3D] [EmoTalk3D: High-Fidelity Free-View Synthesis of Emotional 3D Talking Head](http://arxiv.org/abs/2408.00297v1) | ECCV 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [PAV] [PAV: Personalized Head Avatar from Unstructured Video Collection](http://arxiv.org/abs/2407.21047v1) | ECCV 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [Text-based Talking Video Editing with Cascaded Conditional Diffusion](http://arxiv.org/abs/2407.14841v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [EmoFace] [EmoFace: Audio-driven Emotional 3D Face Animation](http://arxiv.org/abs/2407.12501v1) | IEEE Conference Virtual Reality and 3D User Interfaces (VR). IEEE, 2024 |                                                              |                                                              |                                                              |
| 2024 | [Learning Online Scale Transformation for Talking Head Video Generation](http://arxiv.org/abs/2407.09965v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [EchoMimic] [EchoMimic: Lifelike Audio-Driven Portrait Animations through Editable Landmark Conditioning](https://github.com/BadToBest/EchoMimic) | AAAI 2025                                                    |                                                              |                                                              | 🔥阿里                                                        |
| 2024 | [Audio-driven High-resolution Seamless Talking Head Video Editing via StyleGAN](http://arxiv.org/abs/2407.05577v1) | Arxiv 2024                                                   |                                                              |                                                              | StyleGAN                                                     |
| 2024 | [Enhancing Speech-Driven 3D Facial Animation with Audio-Visual Guidance from Lip Reading Expert](http://arxiv.org/abs/2407.01034v1) | Interspeech 2024                                             |                                                              |                                                              | 3D                                                           |
| 2024 | [MultiTalk] [MultiTalk: Enhancing 3D Talking Head Generation Across Languages with Multilingual Video Dataset](http://arxiv.org/abs/2406.14272v1) | Interspeech 2024                                             |                                                              |                                                              | 3D, Dataset                                                  |
| 2024 | [NLDF] [NLDF: Neural Light Dynamic Fields for Efficient 3D Talking Head Generation](http://arxiv.org/abs/2406.11259v1) | Arxiv 2024                                                   |                                                              |                                                              | NeRF                                                         |
| 2024 | [Make Your Actor Talk] [Make Your Actor Talk: Generalizable and High-Fidelity Lip Sync with Motion and Appearance Disentanglement](http://arxiv.org/abs/2406.08096v2) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [Talk With Human-like Agents] [Talk With Human-like Agents: Empathetic Dialogue Through Perceptible Acoustic Reception and Reaction](http://arxiv.org/abs/2406.12707v1) | ACL 2024                                                     |                                                              |                                                              |                                                              |
| 2024 | [V-Express] [V-Express: Conditional Dropout for Progressive Training of Portrait Video Generation](https://arxiv.org/abs/2406.02511) | Technique Report                                             |                                                              |                                                              | 🔥EMO, Diffusion, Open-source                                 |
| 2024 | [CVTHead] [CVTHead: One-shot Controllable Head Avatar with Vertex-feature Transformer](https://arxiv.org/abs/2311.06443) | WACV 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [Hallo] [Hallo: Hierarchical Audio-Driven Visual Synthesis for Portrait Image Animation](https://arxiv.org/abs/2406.08801) | Arxiv 2024                                                   |                                                              |                                                              | 🔥EMO, Diffusion, Open-source                                 |
| 2024 | [Emotional Conversation] [Emotional Conversation: Empowering Talking Faces with Cohesive Expression, Gaze and Pose Generation](http://arxiv.org/abs/2406.07895v1) | Arxiv 2024                                                   |                                                              |                                                              | Emotion                                                      |
| 2024 | [MultiDialog] [Let's Go Real Talk: Spoken Dialogue Model for Face-to-Face Conversation](http://arxiv.org/abs/2406.07867v1) | ACL 2024                                                     |                                                              |                                                              | [dataset](https://huggingface.co/datasets/IVLLab/MultiDialog) |
| 2024 | [ControlTalk] [Controllable Talking Face Generation by Implicit Facial Keypoints Editing](http://arxiv.org/abs/2406.02880v1) | Arxiv 2024                                                   |                                                              |                                                              | Controller                                                   |
| 2024 | [InstructAvatar] [InstructAvatar: Text-Guided Emotion and Motion Control for Avatar Generation](http://arxiv.org/abs/2405.15758v1) | Arxiv 2024                                                   |                                                              |                                                              | Text-Guided                                                  |
| 2024 | [Listen, Disentangle, and Control] [Listen, Disentangle, and Control: Controllable Speech-Driven Talking Head Generation](http://arxiv.org/abs/2403.17881v4) | Arxiv 2024                                                   |                                                              |                                                              | A Brenchmark and Survey                                      |
| 2024 | [NeRFFaceSpeech] [NeRFFaceSpeech: One-shot Audio-driven 3D Talking Head Synthesis via Generative Prior](http://arxiv.org/abs/2405.05749v2) | CVPRW 2024                                                   |                                                              |                                                              | SadTalker+NeRF                                               |
| 2024 | [SwapTalk] [SwapTalk: Audio-Driven Talking Face Generation with One-Shot Customization in Latent Space](http://arxiv.org/abs/2405.05636v1) | ICASSP 2025                                                  |                                                              |                                                              |                                                              |
| 2024 | [AniTalker] [AniTalker: Animate Vivid and Diverse Talking Faces through Identity-Decoupled Facial Motion Encoding](http://arxiv.org/abs/2405.03121v1) | Arxiv 2024                                                   |                                                              |                                                              |                                                              |
| 2024 | [EMOPortraits] [EMOPortraits: Emotion-enhanced Multimodal One-shot Head Avatars](http://arxiv.org/abs/2404.19110v1) | Arxiv 2024                                                   |                                                              |                                                              | EMO                                                          |
| 2024 | [GaussianTalker] [GaussianTalker: Real-Time High-Fidelity Talking Head Synthesis with Audio-Driven 3D Gaussian Splatting](https://arxiv.org/abs/2404.16012v2) | ACMM 2024                                                    |                                                              |                                                              | 🔥Gaussian Splatting                                          |
| 2024 | [CSTalk] [CSTalk: Correlation Supervised Speech-driven 3D Emotional Facial Animation Generation](http://arxiv.org/abs/2404.18604v1) | Arxiv 2024                                                   |                                                              |                                                              | Emotion                                                      |
| 2024 | [GSTalker] [GSTalker: Real-time Audio-Driven Talking Face Generation via Deformable Gaussian Splatting](http://arxiv.org/abs/2404.19040v1) | Arxiv 2024                                                   |                                                              |                                                              | 🔥Gaussian Splatting                                          |
| 2024 | [GaussianTalker] [GaussianTalker: Speaker-specific Talking Head Synthesis via 3D Gaussian Splatting](https://arxiv.org/abs/2404.14037v3) | ACMM 2024                                                    |                                                              |                                                              | 🔥Gaussian Splatting                                          |
| 2024 | [TalkingGaussian] [TalkingGaussian: Structure-Persistent 3D Talking Head Synthesis via Gaussian Splatting](https://arxiv.org/pdf/2404.15264.pdf) | ECCV 2024                                                    |                                                              |                                                              | 🔥Gaussian Splatting                                          |
| 2024 | [Learn2Talk] [Learn2Talk: 3D Talking Face Learns from 2D Talking Face](http://arxiv.org/abs/2404.12888v1) | Arxiv 2024                                                   |                                                              |                                                              | 🔥Gaussian Splatting                                          |
| 2024 | [VASA-1] [VASA-1: Lifelike Audio-Driven Talking Faces Generated in Real Time](https://arxiv.org/abs/2404.10667) | NeurIPS 2024 (Oral)                                          |                                                              |                                                              | 🔥🔥🔥Awesome，Microsoft                                        |
| 2024 | [Pose-Aware 3D Talking Face Synthesis using Geometry-guided Audio-Vertices Attention](https://ieeexplore.ieee.org/abstract/document/10452856) | IEEE 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [THQA] [THQA: A Perceptual Quality Assessment Database for Talking Heads](http://arxiv.org/abs/2404.09003v1) | Arix 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [EDTalk] [EDTalk: Efficient Disentanglement for Emotional Talking Head Synthesis](https://arxiv.org/abs/2404.01647v1) | ECCV 2024 (Oral)                                             |                                                              |                                                              | Emotion                                                      |
